research_scope,partition,entity,observation_unit,session_date,trade_id,result_r,observations,rolling_30_average_r,rolling_50_average_r,month,monthly_observations,monthly_average_r,monthly_total_r
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-21T00:00:00,2024-06-21_15m_PRINT_SHORT_0946,-1.0,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-24T00:00:00,2024-06-24_15m_PRINT_SHORT_0949,-1.0,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-25T00:00:00,2024-06-25_15m_PRINT_LONG_0948,1.5,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-26T00:00:00,2024-06-26_15m_PRINT_LONG_0946,1.005,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-27T00:00:00,2024-06-27_15m_PRINT_LONG_1015,-1.0,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-06-28T00:00:00,2024-06-28_15m_PRINT_LONG_0946,1.5,1,,,2024-06,6,0.16749999999999998,1.005
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-01T00:00:00,2024-07-01_15m_PRINT_SHORT_0946,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-02T00:00:00,2024-07-02_15m_PRINT_LONG_0947,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-03T00:00:00,2024-07-03_15m_PRINT_LONG_0950,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-04T00:00:00,2024-07-04_15m_PRINT_SHORT_0949,0.12,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-05T00:00:00,2024-07-05_15m_PRINT_SHORT_0947,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-08T00:00:00,2024-07-08_15m_PRINT_LONG_0951,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-09T00:00:00,2024-07-09_15m_PRINT_SHORT_1007,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-10T00:00:00,2024-07-10_15m_PRINT_LONG_0950,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-11T00:00:00,2024-07-11_15m_PRINT_SHORT_0952,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-12T00:00:00,2024-07-12_15m_PRINT_LONG_0948,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-15T00:00:00,2024-07-15_15m_PRINT_SHORT_0946,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-16T00:00:00,2024-07-16_15m_PRINT_SHORT_0947,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-17T00:00:00,2024-07-17_15m_PRINT_SHORT_0946,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-18T00:00:00,2024-07-18_15m_PRINT_SHORT_0946,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-19T00:00:00,2024-07-19_15m_PRINT_SHORT_1028,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-22T00:00:00,2024-07-22_15m_PRINT_LONG_0947,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-23T00:00:00,2024-07-23_15m_PRINT_LONG_1022,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-24T00:00:00,2024-07-24_15m_PRINT_SHORT_0948,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-25T00:00:00,2024-07-25_15m_PRINT_SHORT_0950,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-26T00:00:00,2024-07-26_15m_PRINT_SHORT_0948,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-29T00:00:00,2024-07-29_15m_PRINT_LONG_0946,-1.0,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-30T00:00:00,2024-07-30_15m_PRINT_SHORT_0946,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-07-31T00:00:00,2024-07-31_15m_PRINT_LONG_1002,1.5,1,,,2024-07,23,0.24434782608695652,5.62
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-01T00:00:00,2024-08-01_15m_PRINT_LONG_0946,-1.0,1,0.1875,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-02T00:00:00,2024-08-02_15m_PRINT_SHORT_1006,1.5,1,0.2708333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-05T00:00:00,2024-08-05_15m_PRINT_LONG_0947,1.5,1,0.3541666666666667,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-06T00:00:00,2024-08-06_15m_PRINT_SHORT_0946,-1.0,1,0.2708333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-07T00:00:00,2024-08-07_15m_PRINT_LONG_0951,-1.0,1,0.20400000000000001,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-08T00:00:00,2024-08-08_15m_PRINT_SHORT_0947,-1.0,1,0.20400000000000001,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-09T00:00:00,2024-08-09_15m_PRINT_SHORT_0947,-1.0,1,0.12066666666666667,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-12T00:00:00,2024-08-12_15m_PRINT_SHORT_0947,-1.0,1,0.037333333333333336,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-13T00:00:00,2024-08-13_15m_PRINT_LONG_0947,1.5,1,0.12066666666666667,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-14T00:00:00,2024-08-14_15m_PRINT_SHORT_0952,1.5,1,0.12066666666666667,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-15T00:00:00,2024-08-15_15m_PRINT_LONG_0949,1.5,1,0.16666666666666666,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-16T00:00:00,2024-08-16_15m_PRINT_LONG_1003,1.5,1,0.25,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-19T00:00:00,2024-08-19_15m_PRINT_LONG_0948,-1.0,1,0.25,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-20T00:00:00,2024-08-20_15m_PRINT_LONG_0947,-1.0,1,0.25,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-21T00:00:00,2024-08-21_15m_PRINT_LONG_0946,1.5,1,0.3333333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-22T00:00:00,2024-08-22_15m_PRINT_SHORT_0946,1.5,1,0.3333333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-23T00:00:00,2024-08-23_15m_PRINT_LONG_1001,1.5,1,0.3333333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-26T00:00:00,2024-08-26_15m_PRINT_SHORT_0946,1.5,1,0.4166666666666667,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-27T00:00:00,2024-08-27_15m_PRINT_SHORT_0946,-1.0,1,0.3333333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-28T00:00:00,2024-08-28_15m_PRINT_SHORT_0946,1.5,1,0.3333333333333333,,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-29T00:00:00,2024-08-29_15m_PRINT_LONG_0950,-1.0,1,0.3333333333333333,0.2625,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-08-30T00:00:00,2024-08-30_15m_PRINT_LONG_0946,-1.0,1,0.25,0.2625,2024-08,22,0.25,5.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-02T00:00:00,2024-09-02_15m_PRINT_LONG_0946,-1.0,1,0.25,0.2625,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-03T00:00:00,2024-09-03_15m_PRINT_SHORT_0955,1.5,1,0.3333333333333333,0.2625,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-04T00:00:00,2024-09-04_15m_PRINT_LONG_0946,-1.0,1,0.25,0.22240000000000001,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-05T00:00:00,2024-09-05_15m_PRINT_LONG_0946,-1.0,1,0.16666666666666666,0.22240000000000001,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-06T00:00:00,2024-09-06_15m_PRINT_SHORT_1000,1.5,1,0.25,0.22240000000000001,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-09T00:00:00,2024-09-09_15m_PRINT_LONG_0951,-1.0,1,0.25,0.17240000000000003,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-10T00:00:00,2024-09-10_15m_PRINT_SHORT_1014,-1.0,1,0.16666666666666666,0.17240000000000003,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-11T00:00:00,2024-09-11_15m_PRINT_SHORT_0947,1.5,1,0.16666666666666666,0.17240000000000003,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-12T00:00:00,2024-09-12_15m_PRINT_SHORT_0950,-1.0,1,0.16666666666666666,0.15000000000000002,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-20T00:00:00,2024-09-20_15m_PRINT_SHORT_0954,1.5,1,0.16666666666666666,0.2,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-23T00:00:00,2024-09-23_15m_PRINT_LONG_0949,-1.0,1,0.08333333333333333,0.2,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-24T00:00:00,2024-09-24_15m_PRINT_SHORT_0951,1.5,1,0.16666666666666666,0.25,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-25T00:00:00,2024-09-25_15m_PRINT_LONG_0955,-1.0,1,0.16666666666666666,0.25,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-26T00:00:00,2024-09-26_15m_PRINT_SHORT_0949,1.5,1,0.25,0.25,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-27T00:00:00,2024-09-27_15m_PRINT_SHORT_1013,1.5,1,0.3333333333333333,0.25,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-09-30T00:00:00,2024-09-30_15m_PRINT_LONG_0946,-1.0,1,0.3333333333333333,0.25,2024-09,16,0.09375,1.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-01T00:00:00,2024-10-01_15m_PRINT_SHORT_0948,1.5,1,0.3333333333333333,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-02T00:00:00,2024-10-02_15m_PRINT_SHORT_0946,-1.0,1,0.25,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-03T00:00:00,2024-10-03_15m_PRINT_LONG_0954,1.5,1,0.25,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-04T00:00:00,2024-10-04_15m_PRINT_SHORT_0952,1.5,1,0.25,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-07T00:00:00,2024-10-07_15m_PRINT_SHORT_0946,-1.0,1,0.25,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-08T00:00:00,2024-10-08_15m_PRINT_LONG_0953,1.5,1,0.3333333333333333,0.3,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-09T00:00:00,2024-10-09_15m_PRINT_LONG_1008,1.5,1,0.3333333333333333,0.3,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-10T00:00:00,2024-10-10_15m_PRINT_SHORT_0948,-1.0,1,0.25,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-11T00:00:00,2024-10-11_15m_PRINT_LONG_0946,1.5,1,0.25,0.3,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-14T00:00:00,2024-10-14_15m_PRINT_LONG_0946,-1.0,1,0.16666666666666666,0.3,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-15T00:00:00,2024-10-15_15m_PRINT_SHORT_1011,1.5,1,0.25,0.3,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-16T00:00:00,2024-10-16_15m_PRINT_SHORT_0946,-1.0,1,0.16666666666666666,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-17T00:00:00,2024-10-17_15m_PRINT_SHORT_1002,-1.0,1,0.16666666666666666,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-18T00:00:00,2024-10-18_15m_PRINT_LONG_0946,-1.0,1,0.16666666666666666,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-21T00:00:00,2024-10-21_15m_PRINT_LONG_0949,-1.0,1,0.16666666666666666,0.15,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-22T00:00:00,2024-10-22_15m_PRINT_LONG_0946,1.5,1,0.16666666666666666,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-23T00:00:00,2024-10-23_15m_PRINT_SHORT_1002,-1.0,1,0.16666666666666666,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-24T00:00:00,2024-10-24_15m_PRINT_SHORT_0948,-1.0,1,0.16666666666666666,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-25T00:00:00,2024-10-25_15m_PRINT_LONG_0946,1.5,1,0.16666666666666666,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-28T00:00:00,2024-10-28_15m_PRINT_SHORT_0949,-1.0,1,0.16666666666666666,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-29T00:00:00,2024-10-29_15m_PRINT_LONG_1001,1.5,1,0.25,0.25,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-30T00:00:00,2024-10-30_15m_PRINT_LONG_1010,-1.0,1,0.16666666666666666,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-10-31T00:00:00,2024-10-31_15m_PRINT_SHORT_0946,1.5,1,0.25,0.2,2024-10,23,0.1956521739130435,4.5
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-01T00:00:00,2024-11-01_15m_PRINT_LONG_0953,1.5,1,0.25,0.2,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-04T00:00:00,2024-11-04_15m_PRINT_LONG_1001,1.5,1,0.3333333333333333,0.25,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-05T00:00:00,2024-11-05_15m_PRINT_LONG_0949,1.5,1,0.3333333333333333,0.3,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-06T00:00:00,2024-11-06_15m_PRINT_SHORT_0950,-1.0,1,0.3333333333333333,0.25,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-07T00:00:00,2024-11-07_15m_PRINT_LONG_0957,1.5,1,0.3333333333333333,0.25,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-08T00:00:00,2024-11-08_15m_PRINT_SHORT_0946,-1.0,1,0.25,0.2,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-11T00:00:00,2024-11-11_15m_PRINT_SHORT_0946,1.5,1,0.3333333333333333,0.2,2024-11,21,0.47333333333333333,9.94
POST-VALIDATION DIAGNOSTIC — NOT CONFIRMATORY,DEVELOPMENT,MNQ_ORB_V01_CAND_001,EXECUTED_TRADE,2024-11-12T00:00:00,2024-11-12_15m_PRINT_LONG_0953,-1.0,1,0.25,0.2,2024-11,21,0.47333333333333333,9.94
